Item Type,Brand,Age (Years),Condition,Weight (kg),Material Composition,Battery Included,Visible Damage,Screen Condition,Rust Presence,Wiring Condition,Resale Potential,Scrap Price (₹),Estimated Repair Cost (₹),Final Amount Paid (₹)
Refrigerator,LG,15,Non-Working,35.3,"Plastic, Glass",No,No,N/A,No,N/A,High,9563.27,3382,6181.27
Laptop,Dell,12,Non-Working,46.6,"Metal, Plastic",Yes,Yes,No Damage,Yes,Slightly Worn,Medium,8566.8,2926,5640.799999999999
Washing Machine,Samsung,10,Partially Working,42.2,Metal,No,No,N/A,Yes,N/A,High,4495.58,1505,2990.58
AC,Daikin,14,Working,4.7,"Glass, Plastic, Metal",No,No,N/A,No,Intact,Medium,988.23,0,988.23
TV,Samsung,4,Working,35.9,"Glass, Plastic, Metal",No,No,Cracked,Yes,Slightly Worn,Low,10212.67,0,10212.67
AC,Voltas,3,Scrap,9.7,"Metal, Plastic",No,No,N/A,Yes,Slightly Worn,Medium,1792.81,0,1792.81
Printer,Epson,11,Non-Working,16.7,Plastic,No,Yes,N/A,No,Damaged Wires,Medium,3985.0,3094,891.0
Refrigerator,Godrej,6,Partially Working,47.1,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Medium,11013.45,3407,7606.450000000001
TV,LG,5,Partially Working,10.8,Plastic,No,Yes,No Damage,No,Intact,Medium,2005.78,3593,0.0
Washing Machine,Samsung,4,Working,42.8,Plastic,No,Yes,N/A,No,N/A,High,3297.67,0,3297.67
TV,LG,10,Non-Working,50.6,Plastic,No,No,No Damage,No,Slightly Worn,Medium,8619.87,410,8209.87
Mobile,Oppo,7,Non-Working,1.3,"Plastic, Glass",Yes,No,Missing Parts,No,N/A,Medium,210.51,718,0.0
Refrigerator,LG,13,Scrap,31.1,Plastic,No,Yes,N/A,No,N/A,Low,6692.26,0,6692.26
Laptop,Dell,8,Non-Working,15.0,Plastic,Yes,Yes,No Damage,No,Slightly Worn,Medium,835.09,1474,0.0
AC,Voltas,14,Non-Working,10.9,"Metal, Plastic",No,No,N/A,No,Slightly Worn,High,1886.7,845,1041.7
Laptop,Dell,15,Partially Working,9.5,"Metal, Plastic",Yes,No,No Damage,No,Intact,High,1208.48,1264,0.0
Mobile,Samsung,2,Non-Working,32.9,Plastic,No,Yes,Missing Parts,No,N/A,Medium,2007.12,3300,0.0
Microwave,Panasonic,15,Working,0.7,Plastic,No,Yes,N/A,No,N/A,Medium,197.79,0,197.79
Refrigerator,Whirlpool,4,Partially Working,1.4,"Glass, Plastic, Metal",No,No,N/A,Yes,N/A,Low,346.29,914,0.0
TV,LG,6,Scrap,27.2,Plastic,No,Yes,Missing Parts,No,Slightly Worn,Low,2756.93,0,2756.93
TV,Sony,15,Scrap,3.6,"Plastic, Glass",No,Yes,Missing Parts,No,Intact,Low,816.28,0,816.28
Mobile,OnePlus,13,Partially Working,50.2,"Glass, Plastic, Metal",No,No,Missing Parts,No,N/A,Medium,4956.11,1223,3733.1099999999997
Laptop,Acer,1,Scrap,50.3,"Plastic, Glass",Yes,Yes,Minor Scratches,No,Intact,Medium,6090.71,0,6090.71
Refrigerator,Samsung,7,Partially Working,23.0,Metal,No,Yes,N/A,No,N/A,Low,1629.9,1267,362.9000000000001
AC,Daikin,6,Scrap,12.2,Plastic,No,No,N/A,No,Damaged Wires,Medium,1335.1,0,1335.1
Refrigerator,Godrej,13,Scrap,2.9,Plastic,No,No,N/A,No,N/A,High,810.13,0,810.13
Microwave,Panasonic,3,Non-Working,20.7,Plastic,No,No,N/A,No,N/A,Low,4558.68,2488,2070.6800000000003
AC,LG,1,Non-Working,31.8,Plastic,No,Yes,N/A,No,Damaged Wires,Medium,6964.74,1657,5307.74
Printer,Canon,5,Partially Working,22.3,"Plastic, Glass",No,Yes,N/A,No,Damaged Wires,Medium,2065.09,3747,0.0
Laptop,Acer,4,Non-Working,28.0,"Metal, Plastic",No,No,Minor Scratches,No,Intact,Low,1785.37,3782,0.0
TV,Samsung,5,Partially Working,24.5,"Metal, Plastic",No,Yes,Missing Parts,No,Damaged Wires,Low,3112.72,3495,0.0
Printer,Canon,5,Non-Working,27.6,"Glass, Plastic, Metal",No,No,N/A,Yes,Intact,Low,5310.78,1553,3757.7799999999997
Washing Machine,IFB,9,Partially Working,57.7,"Glass, Plastic, Metal",No,No,N/A,Yes,N/A,Low,9834.62,522,9312.62
Printer,Canon,3,Scrap,18.4,Plastic,No,No,N/A,No,Damaged Wires,Medium,3978.27,0,3978.27
Laptop,HP,12,Non-Working,33.5,"Plastic, Glass",Yes,No,No Damage,No,Slightly Worn,Medium,3068.09,3657,0.0
Laptop,Apple,2,Scrap,28.9,"Metal, Plastic",No,No,Cracked,No,Intact,Medium,4009.43,0,4009.43
TV,Sony,8,Scrap,51.6,Plastic,No,No,Missing Parts,No,Slightly Worn,Low,7998.91,0,7998.91
TV,Panasonic,2,Scrap,54.0,Plastic,No,Yes,Minor Scratches,No,Slightly Worn,Low,7344.01,0,7344.01
Refrigerator,LG,11,Scrap,16.4,"Glass, Plastic, Metal",No,No,N/A,Yes,N/A,High,2634.04,0,2634.04
Laptop,Acer,11,Non-Working,14.4,Plastic,Yes,No,Minor Scratches,No,Slightly Worn,Medium,4210.48,3199,1011.4799999999996
Washing Machine,Samsung,1,Partially Working,23.6,Metal,No,No,N/A,Yes,N/A,Low,1570.37,1730,0.0
TV,Panasonic,6,Non-Working,47.7,"Plastic, Glass",No,Yes,Missing Parts,No,Damaged Wires,Medium,11670.9,3473,8197.9
Printer,Epson,3,Working,45.1,"Glass, Plastic, Metal",No,No,N/A,Yes,Slightly Worn,Medium,2959.94,0,2959.94
AC,Voltas,5,Scrap,0.8,Plastic,No,Yes,N/A,No,Damaged Wires,Low,130.79,0,130.79
AC,LG,13,Partially Working,44.9,Metal,No,Yes,N/A,No,Intact,Low,5642.67,859,4783.67
TV,Sony,3,Non-Working,31.8,Metal,No,Yes,Cracked,No,Slightly Worn,Medium,3348.44,2110,1238.44
AC,Hitachi,4,Partially Working,14.9,Metal,No,No,N/A,Yes,Intact,Low,1341.07,177,1164.07
Washing Machine,LG,15,Working,59.9,Plastic,No,No,N/A,No,N/A,High,14175.08,0,14175.08
Microwave,LG,15,Working,17.5,"Plastic, Glass",No,No,N/A,No,N/A,Medium,2758.53,0,2758.53
Laptop,Acer,11,Non-Working,22.3,Metal,Yes,Yes,Minor Scratches,No,Intact,Low,5593.87,110,5483.87
Printer,HP,7,Scrap,51.2,"Plastic, Glass",No,No,N/A,No,Slightly Worn,High,14486.67,0,14486.67
Microwave,LG,6,Partially Working,2.5,Plastic,No,Yes,N/A,No,N/A,Low,665.18,2353,0.0
Washing Machine,Samsung,14,Partially Working,20.1,"Plastic, Glass",No,No,N/A,No,N/A,Low,5821.15,3749,2072.1499999999996
Mobile,Vivo,9,Partially Working,17.4,Plastic,No,No,Cracked,No,N/A,Low,4533.14,3812,721.1400000000003
Washing Machine,LG,8,Working,24.4,"Plastic, Glass",No,No,N/A,No,N/A,Medium,4942.66,0,4942.66
Washing Machine,IFB,15,Working,59.9,Plastic,No,No,N/A,No,N/A,Low,9091.69,0,9091.69
Printer,Epson,9,Non-Working,34.8,"Glass, Plastic, Metal",No,Yes,N/A,No,Intact,High,10426.53,3753,6673.530000000001
TV,Panasonic,2,Working,51.5,"Glass, Plastic, Metal",No,No,Cracked,Yes,Intact,High,7774.06,0,7774.06
TV,LG,14,Partially Working,30.9,Plastic,No,No,No Damage,No,Slightly Worn,Low,8637.93,3493,5144.93
Microwave,LG,12,Scrap,44.3,Plastic,No,Yes,N/A,No,N/A,Medium,11142.82,0,11142.82
Printer,HP,9,Scrap,19.1,"Metal, Plastic",No,No,N/A,Yes,Slightly Worn,Low,3959.38,0,3959.38
Washing Machine,Samsung,1,Non-Working,33.2,Plastic,No,No,N/A,No,N/A,Medium,7138.6,528,6610.6
AC,Daikin,10,Partially Working,15.8,Plastic,No,Yes,N/A,No,Intact,High,1396.06,705,691.06
Refrigerator,Godrej,5,Scrap,33.4,Metal,No,No,N/A,No,N/A,Medium,5690.52,0,5690.52
Washing Machine,IFB,4,Working,34.9,"Metal, Plastic",No,No,N/A,Yes,N/A,High,7370.23,0,7370.23
Mobile,OnePlus,4,Working,30.2,"Glass, Plastic, Metal",No,Yes,Cracked,No,N/A,Low,7286.28,0,7286.28
Printer,Epson,4,Non-Working,34.4,Plastic,No,No,N/A,No,Slightly Worn,High,4080.5,2105,1975.5
Laptop,Dell,2,Non-Working,51.4,Plastic,Yes,Yes,No Damage,No,Slightly Worn,High,6491.6,3052,3439.6000000000004
AC,LG,11,Scrap,2.5,"Metal, Plastic",No,Yes,N/A,No,Slightly Worn,High,470.67,0,470.67
Mobile,Samsung,1,Working,45.4,Plastic,Yes,No,Missing Parts,No,N/A,Low,11480.87,0,11480.87
TV,LG,11,Non-Working,16.2,Metal,No,Yes,Missing Parts,Yes,Damaged Wires,Medium,4800.17,350,4450.17
Printer,HP,3,Working,29.3,Plastic,No,Yes,N/A,No,Intact,Low,7640.05,0,7640.05
Refrigerator,Samsung,13,Working,50.7,Metal,No,Yes,N/A,Yes,N/A,High,5167.98,0,5167.98
Mobile,OnePlus,3,Scrap,49.9,"Glass, Plastic, Metal",Yes,Yes,Missing Parts,Yes,N/A,Medium,5650.82,0,5650.82
Microwave,Samsung,13,Working,4.9,"Plastic, Glass",No,Yes,N/A,No,N/A,Low,1007.51,0,1007.51
Laptop,Apple,10,Non-Working,2.2,"Glass, Plastic, Metal",No,No,Missing Parts,Yes,Slightly Worn,Medium,594.23,3149,0.0
AC,Voltas,15,Non-Working,51.8,"Plastic, Glass",No,No,N/A,No,Slightly Worn,Low,5774.68,3522,2252.6800000000003
Refrigerator,Whirlpool,5,Scrap,12.6,"Plastic, Glass",No,No,N/A,No,N/A,High,3154.92,0,3154.92
AC,LG,11,Non-Working,7.0,"Metal, Plastic",No,No,N/A,Yes,Damaged Wires,Low,810.73,488,322.73
Laptop,Apple,13,Working,55.4,Plastic,No,Yes,Minor Scratches,No,Intact,Low,14221.91,0,14221.91
Printer,Epson,7,Working,2.6,"Glass, Plastic, Metal",No,No,N/A,No,Intact,High,387.52,0,387.52
Washing Machine,Bosch,4,Working,42.1,"Plastic, Glass",No,No,N/A,No,N/A,High,2685.34,0,2685.34
AC,Hitachi,13,Partially Working,15.2,Plastic,No,Yes,N/A,No,Damaged Wires,Medium,2014.04,144,1870.04
Mobile,Oppo,10,Non-Working,43.0,Plastic,Yes,Yes,Minor Scratches,No,N/A,Low,9574.05,2011,7563.049999999999
Refrigerator,LG,1,Partially Working,17.2,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Medium,4549.01,1478,3071.01
TV,LG,5,Scrap,44.8,"Plastic, Glass",No,Yes,No Damage,No,Intact,High,4509.1,0,4509.1
Washing Machine,Samsung,9,Partially Working,23.0,Plastic,No,No,N/A,No,N/A,Low,4150.53,2814,1336.5299999999997
Mobile,Samsung,7,Non-Working,27.5,Metal,No,No,No Damage,Yes,N/A,Low,5228.37,1985,3243.37
Washing Machine,Samsung,2,Non-Working,41.2,Plastic,No,Yes,N/A,No,N/A,High,4366.58,481,3885.58
Laptop,Dell,6,Scrap,34.4,"Plastic, Glass",No,No,No Damage,No,Intact,Medium,5852.18,0,5852.18
Laptop,Lenovo,11,Working,53.4,"Glass, Plastic, Metal",Yes,Yes,No Damage,Yes,Damaged Wires,Medium,10734.26,0,10734.26
Washing Machine,Bosch,12,Partially Working,53.7,"Metal, Plastic",No,Yes,N/A,Yes,N/A,Low,7069.3,2675,4394.3
Refrigerator,Godrej,6,Partially Working,28.0,Plastic,No,Yes,N/A,No,N/A,Medium,4959.69,313,4646.69
AC,LG,12,Partially Working,38.2,"Plastic, Glass",No,No,N/A,No,Intact,High,3611.6,228,3383.6
AC,Hitachi,8,Scrap,23.8,Plastic,No,Yes,N/A,No,Slightly Worn,Low,5665.93,0,5665.93
Microwave,Samsung,8,Scrap,17.9,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,High,3101.86,0,3101.86
Mobile,Samsung,6,Working,5.6,Plastic,Yes,Yes,Cracked,No,N/A,Low,901.33,0,901.33
Microwave,LG,7,Non-Working,30.2,"Metal, Plastic",No,Yes,N/A,Yes,N/A,Low,2589.67,455,2134.67
Laptop,HP,10,Scrap,58.5,Metal,No,Yes,Missing Parts,Yes,Damaged Wires,High,5602.24,0,5602.24
AC,Daikin,13,Scrap,21.6,Metal,No,Yes,N/A,Yes,Damaged Wires,Low,6069.35,0,6069.35
TV,Sony,2,Non-Working,28.6,Plastic,No,Yes,No Damage,No,Damaged Wires,Medium,8119.41,123,7996.41
TV,LG,13,Non-Working,13.2,Plastic,No,No,No Damage,No,Intact,Medium,1687.41,672,1015.4100000000001
Mobile,Vivo,6,Non-Working,11.3,"Metal, Plastic",No,No,Cracked,No,N/A,Medium,2870.57,1731,1139.5700000000002
Microwave,LG,13,Scrap,36.4,Metal,No,Yes,N/A,Yes,N/A,High,7995.18,0,7995.18
Laptop,Acer,14,Working,28.5,"Plastic, Glass",Yes,No,No Damage,No,Intact,Low,5775.63,0,5775.63
Refrigerator,Godrej,1,Partially Working,55.0,Plastic,No,Yes,N/A,No,N/A,High,15363.13,1797,13566.13
AC,Daikin,3,Scrap,39.5,"Glass, Plastic, Metal",No,Yes,N/A,No,Slightly Worn,Low,4501.82,0,4501.82
Microwave,Panasonic,3,Working,42.1,Metal,No,Yes,N/A,No,N/A,Low,7270.77,0,7270.77
AC,LG,3,Non-Working,24.3,"Glass, Plastic, Metal",No,Yes,N/A,No,Damaged Wires,Medium,1304.01,147,1157.01
Microwave,LG,13,Working,14.2,Metal,No,No,N/A,No,N/A,High,2857.36,0,2857.36
TV,Panasonic,15,Partially Working,50.6,"Metal, Plastic",No,Yes,No Damage,Yes,Damaged Wires,High,14095.78,2584,11511.78
Laptop,Apple,12,Working,53.3,"Metal, Plastic",No,No,Cracked,No,Damaged Wires,Low,6692.6,0,6692.6
Mobile,Vivo,10,Working,6.0,"Plastic, Glass",No,Yes,Missing Parts,No,N/A,High,1350.81,0,1350.81
Mobile,Vivo,5,Scrap,20.1,"Metal, Plastic",No,No,Cracked,No,N/A,Medium,5249.12,0,5249.12
TV,Sony,10,Scrap,52.3,Metal,No,No,Cracked,Yes,Slightly Worn,High,5578.29,0,5578.29
Printer,HP,9,Scrap,17.5,"Glass, Plastic, Metal",No,No,N/A,Yes,Damaged Wires,High,939.84,0,939.84
Washing Machine,Bosch,14,Partially Working,11.3,Plastic,No,Yes,N/A,No,N/A,Medium,2380.77,377,2003.77
Washing Machine,IFB,8,Partially Working,55.0,Plastic,No,Yes,N/A,No,N/A,High,3079.09,1540,1539.0900000000001
AC,Voltas,9,Working,48.4,"Glass, Plastic, Metal",No,Yes,N/A,No,Damaged Wires,High,7442.27,0,7442.27
Refrigerator,Godrej,5,Partially Working,7.5,Plastic,No,Yes,N/A,No,N/A,Medium,675.88,2098,0.0
Microwave,Panasonic,3,Partially Working,43.8,Plastic,No,Yes,N/A,No,N/A,Low,4328.04,2196,2132.04
Mobile,Vivo,3,Scrap,6.3,"Plastic, Glass",Yes,No,No Damage,No,N/A,Low,390.27,0,390.27
Printer,HP,12,Working,11.7,"Glass, Plastic, Metal",No,No,N/A,No,Slightly Worn,Medium,3193.34,0,3193.34
Mobile,Samsung,10,Partially Working,55.3,"Glass, Plastic, Metal",No,Yes,Minor Scratches,No,N/A,Low,3650.87,191,3459.87
Microwave,LG,9,Working,16.5,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Medium,3117.76,0,3117.76
AC,Voltas,7,Working,37.2,"Plastic, Glass",No,Yes,N/A,No,Slightly Worn,High,4388.34,0,4388.34
Printer,Canon,1,Non-Working,10.4,Plastic,No,Yes,N/A,No,Intact,Medium,1124.79,232,892.79
Mobile,Apple,15,Partially Working,24.6,Plastic,Yes,No,Minor Scratches,No,N/A,High,4294.35,2083,2211.3500000000004
Washing Machine,Bosch,12,Partially Working,58.6,Metal,No,Yes,N/A,Yes,N/A,Low,12620.37,306,12314.37
Refrigerator,Samsung,13,Scrap,44.0,"Plastic, Glass",No,Yes,N/A,No,N/A,High,3159.34,0,3159.34
TV,Samsung,13,Working,27.7,Metal,No,Yes,Minor Scratches,Yes,Damaged Wires,High,6815.95,0,6815.95
Printer,Epson,10,Non-Working,1.6,Metal,No,Yes,N/A,No,Intact,Low,152.95,3183,0.0
Microwave,Samsung,5,Non-Working,53.7,Plastic,No,No,N/A,No,N/A,Medium,5364.61,309,5055.61
Washing Machine,Samsung,14,Partially Working,27.4,Plastic,No,No,N/A,No,N/A,Low,2851.66,2053,798.6599999999999
Mobile,Oppo,6,Working,58.6,"Glass, Plastic, Metal",No,Yes,Cracked,Yes,N/A,High,8199.54,0,8199.54
Printer,Epson,4,Non-Working,58.6,Plastic,No,No,N/A,No,Slightly Worn,Low,9016.08,1663,7353.08
Washing Machine,LG,14,Partially Working,36.0,Metal,No,Yes,N/A,Yes,N/A,Medium,6592.9,1887,4705.9
AC,Daikin,6,Scrap,14.3,"Plastic, Glass",No,Yes,N/A,No,Intact,Medium,1740.75,0,1740.75
Refrigerator,Samsung,9,Partially Working,4.8,"Metal, Plastic",No,No,N/A,Yes,N/A,Medium,961.6,3304,0.0
Microwave,LG,4,Working,54.4,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,High,16193.61,0,16193.61
Laptop,Lenovo,4,Non-Working,10.5,Plastic,No,Yes,No Damage,No,Intact,High,1721.98,189,1532.98
Washing Machine,Samsung,3,Scrap,29.6,Plastic,No,Yes,N/A,No,N/A,Medium,6123.08,0,6123.08
AC,LG,2,Scrap,18.6,"Glass, Plastic, Metal",No,No,N/A,No,Intact,High,3513.01,0,3513.01
AC,LG,1,Scrap,32.0,Plastic,No,No,N/A,No,Damaged Wires,Medium,2480.84,0,2480.84
AC,Voltas,15,Working,45.0,Plastic,No,Yes,N/A,No,Slightly Worn,High,11252.98,0,11252.98
Washing Machine,Bosch,2,Working,45.9,"Plastic, Glass",No,Yes,N/A,No,N/A,High,8382.61,0,8382.61
TV,Panasonic,7,Partially Working,4.0,"Glass, Plastic, Metal",No,Yes,Missing Parts,No,Damaged Wires,High,240.25,2785,0.0
Washing Machine,Samsung,1,Non-Working,21.9,Metal,No,No,N/A,No,N/A,Low,6403.27,3793,2610.2700000000004
Microwave,Panasonic,15,Partially Working,23.0,Metal,No,No,N/A,Yes,N/A,High,4942.92,1024,3918.92
Mobile,Oppo,14,Non-Working,50.3,"Plastic, Glass",Yes,Yes,Minor Scratches,No,N/A,Medium,5053.68,1776,3277.6800000000003
Washing Machine,IFB,11,Working,22.3,Plastic,No,No,N/A,No,N/A,Medium,5459.81,0,5459.81
Laptop,HP,13,Partially Working,13.2,"Plastic, Glass",Yes,Yes,Cracked,No,Damaged Wires,High,2398.31,3425,0.0
AC,LG,12,Non-Working,3.7,"Plastic, Glass",No,No,N/A,No,Intact,High,823.6,1737,0.0
Washing Machine,LG,7,Scrap,58.3,"Metal, Plastic",No,No,N/A,No,N/A,Medium,9976.38,0,9976.38
Printer,HP,13,Partially Working,41.2,"Glass, Plastic, Metal",No,No,N/A,Yes,Damaged Wires,Medium,5976.38,1362,4614.38
Mobile,Apple,11,Scrap,35.9,Plastic,Yes,No,Minor Scratches,No,N/A,Low,10108.09,0,10108.09
Laptop,HP,15,Working,53.1,Plastic,No,No,No Damage,No,Damaged Wires,High,9402.05,0,9402.05
TV,Panasonic,4,Non-Working,59.5,"Plastic, Glass",No,No,No Damage,No,Intact,Low,6463.38,3393,3070.38
Printer,HP,3,Scrap,58.2,"Glass, Plastic, Metal",No,Yes,N/A,Yes,Slightly Worn,Medium,15060.27,0,15060.27
Washing Machine,Samsung,14,Non-Working,39.1,"Metal, Plastic",No,No,N/A,Yes,N/A,Low,8317.55,989,7328.549999999999
AC,Daikin,12,Scrap,5.7,"Metal, Plastic",No,Yes,N/A,No,Intact,Low,290.71,0,290.71
Microwave,Panasonic,5,Working,25.8,Metal,No,Yes,N/A,Yes,N/A,High,3963.0,0,3963.0
TV,Sony,9,Working,5.3,Plastic,No,Yes,Cracked,No,Damaged Wires,High,1179.41,0,1179.41
Mobile,Vivo,12,Partially Working,35.5,Plastic,No,No,Cracked,No,N/A,Medium,9230.82,1304,7926.82
Printer,HP,13,Scrap,38.2,Plastic,No,Yes,N/A,No,Intact,Medium,6579.87,0,6579.87
Mobile,Vivo,12,Non-Working,21.2,"Metal, Plastic",No,No,Minor Scratches,Yes,N/A,Medium,1242.08,3762,0.0
Laptop,Dell,3,Non-Working,41.0,Metal,Yes,No,No Damage,No,Slightly Worn,Medium,5245.81,3629,1616.8100000000004
Microwave,LG,8,Partially Working,23.7,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,High,7002.02,469,6533.02
Microwave,Panasonic,13,Non-Working,55.9,"Glass, Plastic, Metal",No,No,N/A,No,N/A,High,7484.91,1694,5790.91
Washing Machine,Bosch,14,Scrap,6.2,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,Medium,1692.66,0,1692.66
Printer,HP,14,Scrap,55.3,Plastic,No,No,N/A,No,Intact,High,15655.83,0,15655.83
AC,Daikin,12,Partially Working,52.9,Plastic,No,Yes,N/A,No,Intact,Low,5776.56,2704,3072.5600000000004
AC,LG,6,Scrap,46.1,"Metal, Plastic",No,No,N/A,No,Intact,Low,5148.78,0,5148.78
TV,Samsung,15,Working,36.8,Plastic,No,Yes,Minor Scratches,No,Damaged Wires,High,10853.92,0,10853.92
Mobile,OnePlus,7,Non-Working,51.5,Plastic,Yes,No,No Damage,No,N/A,High,8327.86,1052,7275.860000000001
TV,Sony,1,Non-Working,57.8,"Plastic, Glass",No,Yes,Cracked,No,Slightly Worn,Medium,13841.77,3109,10732.77
AC,LG,13,Partially Working,2.3,"Glass, Plastic, Metal",No,No,N/A,Yes,Intact,Low,330.37,2773,0.0
Refrigerator,Whirlpool,2,Partially Working,38.5,Metal,No,Yes,N/A,No,N/A,Low,10742.7,2986,7756.700000000001
Microwave,Panasonic,2,Working,27.3,Metal,No,No,N/A,No,N/A,Medium,6603.25,0,6603.25
Laptop,Acer,15,Scrap,12.8,"Metal, Plastic",No,No,Missing Parts,No,Slightly Worn,Low,1617.98,0,1617.98
Mobile,OnePlus,3,Partially Working,10.2,"Metal, Plastic",Yes,Yes,No Damage,No,N/A,Medium,2049.36,1744,305.3600000000001
Washing Machine,LG,7,Working,55.5,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,High,9781.64,0,9781.64
Refrigerator,Samsung,8,Working,49.7,Plastic,No,No,N/A,No,N/A,High,12347.68,0,12347.68
Printer,Epson,1,Partially Working,42.3,Plastic,No,Yes,N/A,No,Damaged Wires,High,9572.77,3241,6331.77
Refrigerator,Whirlpool,8,Scrap,44.5,"Metal, Plastic",No,No,N/A,No,N/A,Low,5118.87,0,5118.87
Laptop,Apple,7,Working,25.0,"Metal, Plastic",Yes,No,Missing Parts,Yes,Damaged Wires,Low,7421.59,0,7421.59
AC,LG,14,Non-Working,2.2,Metal,No,Yes,N/A,Yes,Damaged Wires,High,349.15,3782,0.0
Microwave,Samsung,8,Scrap,20.6,"Metal, Plastic",No,No,N/A,Yes,N/A,High,3117.52,0,3117.52
TV,LG,14,Scrap,46.9,Metal,No,No,Cracked,No,Intact,Low,2514.12,0,2514.12
Refrigerator,LG,2,Scrap,46.5,"Glass, Plastic, Metal",No,No,N/A,Yes,N/A,High,12556.45,0,12556.45
TV,LG,6,Working,44.4,"Metal, Plastic",No,No,No Damage,No,Damaged Wires,High,10704.83,0,10704.83
Printer,Epson,12,Scrap,35.0,Plastic,No,No,N/A,No,Damaged Wires,High,7987.7,0,7987.7
AC,LG,7,Non-Working,18.4,"Glass, Plastic, Metal",No,Yes,N/A,No,Damaged Wires,High,3320.53,2760,560.5300000000002
Mobile,OnePlus,11,Non-Working,56.5,Metal,Yes,No,Missing Parts,No,N/A,High,10686.39,1226,9460.39
TV,Panasonic,2,Scrap,30.9,"Plastic, Glass",No,No,Missing Parts,No,Intact,High,3856.02,0,3856.02
Refrigerator,Godrej,4,Partially Working,55.9,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Low,16062.51,1579,14483.51
Microwave,Samsung,9,Working,53.5,Plastic,No,No,N/A,No,N/A,Medium,12727.77,0,12727.77
AC,Voltas,3,Non-Working,45.7,Plastic,No,No,N/A,No,Intact,High,5258.7,2136,3122.7
AC,Voltas,8,Non-Working,44.6,"Glass, Plastic, Metal",No,Yes,N/A,No,Intact,High,5747.69,1570,4177.69
Refrigerator,LG,2,Scrap,10.6,"Metal, Plastic",No,No,N/A,No,N/A,Medium,1371.35,0,1371.35
Mobile,Samsung,5,Partially Working,6.7,"Glass, Plastic, Metal",No,Yes,Cracked,No,N/A,High,763.98,1706,0.0
Microwave,Samsung,14,Partially Working,22.7,"Glass, Plastic, Metal",No,No,N/A,No,N/A,High,6679.99,2127,4552.99
Printer,Canon,11,Non-Working,19.5,"Plastic, Glass",No,Yes,N/A,No,Intact,Low,990.98,2932,0.0
Mobile,Apple,15,Scrap,29.9,"Plastic, Glass",No,Yes,No Damage,No,N/A,Medium,1894.77,0,1894.77
Laptop,HP,14,Working,56.8,"Metal, Plastic",No,No,Missing Parts,No,Damaged Wires,Medium,3734.75,0,3734.75
TV,Samsung,5,Non-Working,55.4,Metal,No,Yes,Minor Scratches,No,Damaged Wires,Medium,8588.06,527,8061.0599999999995
Mobile,Vivo,8,Scrap,12.9,"Metal, Plastic",No,Yes,No Damage,No,N/A,Low,995.79,0,995.79
AC,LG,1,Scrap,16.2,Plastic,No,No,N/A,No,Slightly Worn,Medium,2645.16,0,2645.16
AC,Daikin,13,Partially Working,33.8,"Metal, Plastic",No,Yes,N/A,Yes,Intact,Low,2085.09,2650,0.0
Refrigerator,Godrej,6,Working,9.3,"Plastic, Glass",No,Yes,N/A,No,N/A,Low,905.29,0,905.29
Washing Machine,IFB,6,Scrap,26.2,Plastic,No,Yes,N/A,No,N/A,High,4775.5,0,4775.5
Microwave,LG,10,Non-Working,58.8,"Metal, Plastic",No,No,N/A,Yes,N/A,Low,8442.08,3261,5181.08
Refrigerator,LG,13,Working,31.0,Plastic,No,No,N/A,No,N/A,Medium,5225.25,0,5225.25
Laptop,HP,2,Working,13.6,Plastic,Yes,No,No Damage,No,Intact,Low,1401.41,0,1401.41
Microwave,Samsung,4,Scrap,25.3,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Low,1645.11,0,1645.11
Microwave,Samsung,7,Scrap,53.5,Plastic,No,Yes,N/A,No,N/A,Low,15147.7,0,15147.7
Refrigerator,Whirlpool,8,Scrap,21.6,"Glass, Plastic, Metal",No,No,N/A,No,N/A,Medium,4820.84,0,4820.84
Washing Machine,Samsung,10,Partially Working,29.5,Plastic,No,Yes,N/A,No,N/A,Low,1706.02,2222,0.0
Laptop,Acer,3,Working,26.0,"Glass, Plastic, Metal",Yes,No,No Damage,Yes,Intact,Medium,6412.13,0,6412.13
Laptop,HP,9,Partially Working,19.9,Plastic,No,No,Cracked,No,Slightly Worn,High,3481.8,3991,0.0
Washing Machine,Bosch,5,Scrap,3.1,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,High,919.86,0,919.86
Laptop,Acer,6,Working,23.0,Plastic,Yes,No,Cracked,No,Damaged Wires,Low,6047.58,0,6047.58
Laptop,Dell,11,Working,22.1,Metal,No,Yes,No Damage,Yes,Intact,High,4844.03,0,4844.03
Washing Machine,IFB,2,Partially Working,43.7,Metal,No,Yes,N/A,No,N/A,Low,12688.65,1731,10957.65
Microwave,LG,2,Scrap,29.4,"Metal, Plastic",No,No,N/A,No,N/A,Low,1498.24,0,1498.24
